case_index,scenario,kind,truth,top1,top3,correct,rank
1219,bridge_with_noise,file_path,services/payment/recovery_9520.py,services/payment/recovery_9520.py,services/payment/recovery_9520.py|services/payment/recovery_9023.py,1,1
1220,ambiguous_competitors,class_name,,PaymentRecoveryNode7953,PaymentRecoveryNode7953|PaymentRecoveryNode8130,0,
1221,isolated_observations,request_id,,,,1,
1222,isolated_observations,class_name,,,,1,
1223,diagnostic_fork,request_id,req-7564,req-7564,req-7564,1,1
1224,late_single_cause,exception,PaymentRecovery1592Error,PaymentRecovery1592Error,PaymentRecovery1592Error|PaymentRecovery5738Error,1,1
1225,speculative_loop,class_name,,PaymentRecoveryNode7877,PaymentRecoveryNode7877|PaymentRecoveryNode0828,0,
1226,mixed_evidence,config_key,PAYMENT_RECOVERY_2583,PAYMENT_RECOVERY_2583,PAYMENT_RECOVERY_2583|PAYMENT_RECOVERY_5423,1,1
1227,mixed_evidence,test_name,test_payment_recovery_4024,test_payment_recovery_4024,test_payment_recovery_4024|test_payment_recovery_9186,1,1
1228,mixed_evidence,config_key,PAYMENT_RECOVERY_2223,PAYMENT_RECOVERY_2223,PAYMENT_RECOVERY_2223|PAYMENT_RECOVERY_4818,1,1
1229,diagnostic_fork,request_id,req-2429,req-2429,req-2429,1,1
1230,stale_then_confirmed,function_name,recover_payment_state_4230,recover_payment_state_4230,recover_payment_state_4230|recover_payment_state_7407,1,1
1231,three_tool_chain,file_path,services/payment/recovery_8846.py,services/payment/recovery_8846.py,services/payment/recovery_8846.py,1,1
1232,late_single_cause,request_id,req-9191,req-9191,req-9191|req-7354,1,1
1233,three_tool_chain,file_path,services/payment/recovery_4496.py,services/payment/recovery_4496.py,services/payment/recovery_4496.py,1,1
1234,stale_then_confirmed,request_id,req-1382,req-1382,req-1382|req-7682,1,1
1235,speculative_loop,test_name,,test_payment_recovery_9343,test_payment_recovery_9343|test_payment_recovery_3934,0,
1236,bridge_with_noise,exception,PaymentRecovery6037Error,PaymentRecovery6037Error,PaymentRecovery6037Error|PaymentRecovery8458Error,1,1
1237,two_hop_join,config_key,PAYMENT_RECOVERY_1401,PAYMENT_RECOVERY_1401,PAYMENT_RECOVERY_1401,1,1
1238,late_single_cause,file_path,services/payment/recovery_6835.py,services/payment/recovery_6835.py,services/payment/recovery_6835.py|services/payment/recovery_1623.py,1,1
1239,isolated_observations,file_path,,,,1,
1240,three_tool_chain,class_name,PaymentRecoveryNode2984,PaymentRecoveryNode2984,PaymentRecoveryNode2984,1,1
1241,late_single_cause,class_name,PaymentRecoveryNode9701,PaymentRecoveryNode9701,PaymentRecoveryNode9701|PaymentRecoveryNode8941,1,1
1242,mixed_evidence,request_id,req-2398,req-2398,req-2398|req-3161,1,1
1243,mixed_evidence,function_name,recover_payment_state_4819,recover_payment_state_4819,recover_payment_state_4819|recover_payment_state_5197,1,1
1244,diagnostic_fork,config_key,PAYMENT_RECOVERY_2920,PAYMENT_RECOVERY_2920,PAYMENT_RECOVERY_2920,1,1
1245,three_tool_chain,test_name,test_payment_recovery_7654,test_payment_recovery_7654,test_payment_recovery_7654,1,1
1246,bridge_with_noise,exception,PaymentRecovery9056Error,PaymentRecovery9056Error,PaymentRecovery9056Error|PaymentRecovery2954Error,1,1
1247,isolated_observations,exception,,,,1,
1248,mixed_evidence,test_name,test_payment_recovery_0300,test_payment_recovery_0300,test_payment_recovery_0300|test_payment_recovery_8375,1,1
1249,speculative_loop,function_name,,recover_payment_state_7304,recover_payment_state_7304|recover_payment_state_8784,0,
1250,competing_bridges,class_name,PaymentRecoveryNode9764,PaymentRecoveryNode9764,PaymentRecoveryNode9764|PaymentRecoveryNode9051,1,1
1251,ambiguous_competitors,test_name,,test_payment_recovery_8424,test_payment_recovery_8424|test_payment_recovery_5290,0,
1252,stale_then_confirmed,function_name,recover_payment_state_7485,recover_payment_state_7485,recover_payment_state_7485|recover_payment_state_2940,1,1
1253,stale_then_confirmed,request_id,req-3699,req-3699,req-3699|req-9491,1,1
1254,late_single_cause,class_name,PaymentRecoveryNode8013,PaymentRecoveryNode8013,PaymentRecoveryNode8013|PaymentRecoveryNode0973,1,1
1255,diagnostic_fork,class_name,PaymentRecoveryNode2373,PaymentRecoveryNode2373,PaymentRecoveryNode2373,1,1
1256,isolated_observations,config_key,,,,1,
1257,ambiguous_competitors,class_name,,PaymentRecoveryNode2429,PaymentRecoveryNode2429|PaymentRecoveryNode1697,0,
1258,stale_then_confirmed,function_name,recover_payment_state_2225,recover_payment_state_2225,recover_payment_state_2225|recover_payment_state_3050,1,1
1259,speculative_loop,config_key,,PAYMENT_RECOVERY_3850,PAYMENT_RECOVERY_3850|PAYMENT_RECOVERY_7172,0,
1260,late_single_cause,file_path,services/payment/recovery_2063.py,services/payment/recovery_2063.py,services/payment/recovery_2063.py|services/payment/recovery_2107.py,1,1
1261,late_single_cause,function_name,recover_payment_state_9027,recover_payment_state_9027,recover_payment_state_9027|recover_payment_state_6267,1,1
1262,ambiguous_competitors,exception,,PaymentRecovery4120Error,PaymentRecovery4120Error|PaymentRecovery6101Error,0,
1263,ambiguous_competitors,class_name,,PaymentRecoveryNode6337,PaymentRecoveryNode6337|PaymentRecoveryNode9780,0,
1264,late_single_cause,file_path,services/payment/recovery_5701.py,services/payment/recovery_5701.py,services/payment/recovery_5701.py|services/payment/recovery_3451.py,1,1
1265,speculative_loop,function_name,,recover_payment_state_3604,recover_payment_state_3604|recover_payment_state_5019,0,
1266,diagnostic_fork,test_name,test_payment_recovery_7897,test_payment_recovery_7897,test_payment_recovery_7897,1,1
1267,bridge_with_noise,test_name,test_payment_recovery_3747,test_payment_recovery_3747,test_payment_recovery_3747|test_payment_recovery_6173,1,1
1268,mixed_evidence,request_id,req-8939,req-8939,req-8939|req-4802,1,1
1269,bridge_with_noise,config_key,PAYMENT_RECOVERY_3374,PAYMENT_RECOVERY_3374,PAYMENT_RECOVERY_3374|PAYMENT_RECOVERY_7854,1,1
1270,isolated_observations,test_name,,,,1,
1271,three_tool_chain,request_id,req-5752,req-5752,req-5752,1,1
1272,late_single_cause,config_key,PAYMENT_RECOVERY_5020,PAYMENT_RECOVERY_5020,PAYMENT_RECOVERY_5020|PAYMENT_RECOVERY_6263,1,1
1273,stale_then_confirmed,config_key,PAYMENT_RECOVERY_8927,PAYMENT_RECOVERY_8927,PAYMENT_RECOVERY_8927|PAYMENT_RECOVERY_0374,1,1
1274,speculative_loop,test_name,,test_payment_recovery_0293,test_payment_recovery_0293|test_payment_recovery_5146,0,
1275,diagnostic_fork,file_path,services/payment/recovery_0637.py,services/payment/recovery_0637.py,services/payment/recovery_0637.py,1,1
1276,competing_bridges,class_name,PaymentRecoveryNode3040,PaymentRecoveryNode3040,PaymentRecoveryNode3040|PaymentRecoveryNode1986,1,1
1277,speculative_loop,function_name,,recover_payment_state_9585,recover_payment_state_9585|recover_payment_state_5796,0,
1278,mixed_evidence,request_id,req-3784,req-3784,req-3784|req-3029,1,1
1279,isolated_observations,request_id,,,,1,
1280,ambiguous_competitors,class_name,,PaymentRecoveryNode8724,PaymentRecoveryNode8724|PaymentRecoveryNode0228,0,
1281,two_hop_join,class_name,PaymentRecoveryNode1802,PaymentRecoveryNode1802,PaymentRecoveryNode1802,1,1
1282,speculative_loop,config_key,,PAYMENT_RECOVERY_3440,PAYMENT_RECOVERY_3440|PAYMENT_RECOVERY_8850,0,
1283,competing_bridges,request_id,req-2375,req-2375,req-2375|req-1307,1,1
1284,bridge_with_noise,request_id,req-6293,req-6293,req-6293|req-2206,1,1
1285,bridge_with_noise,exception,PaymentRecovery9517Error,PaymentRecovery9517Error,PaymentRecovery9517Error|PaymentRecovery0644Error,1,1
1286,two_hop_join,file_path,services/payment/recovery_9014.py,services/payment/recovery_9014.py,services/payment/recovery_9014.py,1,1
1287,three_tool_chain,config_key,PAYMENT_RECOVERY_2288,PAYMENT_RECOVERY_2288,PAYMENT_RECOVERY_2288,1,1
1288,mixed_evidence,exception,PaymentRecovery3169Error,PaymentRecovery3169Error,PaymentRecovery3169Error|PaymentRecovery6390Error,1,1
1289,ambiguous_competitors,exception,,PaymentRecovery7071Error,PaymentRecovery7071Error|PaymentRecovery8392Error,0,
1290,three_tool_chain,request_id,req-0158,req-0158,req-0158,1,1
1291,late_single_cause,config_key,PAYMENT_RECOVERY_5309,PAYMENT_RECOVERY_5309,PAYMENT_RECOVERY_5309|PAYMENT_RECOVERY_9505,1,1
1292,two_hop_join,exception,PaymentRecovery8232Error,PaymentRecovery8232Error,PaymentRecovery8232Error,1,1
1293,late_single_cause,class_name,PaymentRecoveryNode4739,PaymentRecoveryNode4739,PaymentRecoveryNode4739|PaymentRecoveryNode8235,1,1
1294,two_hop_join,test_name,test_payment_recovery_3272,test_payment_recovery_3272,test_payment_recovery_3272,1,1
1295,three_tool_chain,test_name,test_payment_recovery_0363,test_payment_recovery_0363,test_payment_recovery_0363,1,1
1296,late_single_cause,file_path,services/payment/recovery_1186.py,services/payment/recovery_1186.py,services/payment/recovery_1186.py|services/payment/recovery_4800.py,1,1
1297,three_tool_chain,class_name,PaymentRecoveryNode3573,PaymentRecoveryNode3573,PaymentRecoveryNode3573,1,1
1298,isolated_observations,config_key,,,,1,
1299,mixed_evidence,function_name,recover_payment_state_9461,recover_payment_state_9461,recover_payment_state_9461|recover_payment_state_5660,1,1
1300,two_hop_join,exception,PaymentRecovery3903Error,PaymentRecovery3903Error,PaymentRecovery3903Error,1,1
1301,isolated_observations,test_name,,,,1,
1302,late_single_cause,config_key,PAYMENT_RECOVERY_5034,PAYMENT_RECOVERY_5034,PAYMENT_RECOVERY_5034|PAYMENT_RECOVERY_0416,1,1
1303,two_hop_join,function_name,recover_payment_state_6460,recover_payment_state_6460,recover_payment_state_6460,1,1
1304,two_hop_join,function_name,recover_payment_state_3137,recover_payment_state_3137,recover_payment_state_3137,1,1
1305,two_hop_join,request_id,req-7446,req-7446,req-7446,1,1
1306,ambiguous_competitors,request_id,,req-0821,req-0821|req-1835,0,
1307,diagnostic_fork,config_key,PAYMENT_RECOVERY_3240,PAYMENT_RECOVERY_3240,PAYMENT_RECOVERY_3240,1,1
1308,three_tool_chain,exception,PaymentRecovery5715Error,PaymentRecovery5715Error,PaymentRecovery5715Error,1,1
1309,three_tool_chain,function_name,recover_payment_state_2314,recover_payment_state_2314,recover_payment_state_2314,1,1
1310,ambiguous_competitors,test_name,,test_payment_recovery_4160,test_payment_recovery_4160|test_payment_recovery_1578,0,
1311,stale_then_confirmed,request_id,req-1249,req-1249,req-1249|req-1695,1,1
1312,diagnostic_fork,file_path,services/payment/recovery_5519.py,services/payment/recovery_5519.py,services/payment/recovery_5519.py,1,1
1313,speculative_loop,function_name,,recover_payment_state_7164,recover_payment_state_7164|recover_payment_state_2221,0,
1314,stale_then_confirmed,request_id,req-3050,req-3050,req-3050|req-2558,1,1
1315,ambiguous_competitors,test_name,,test_payment_recovery_1746,test_payment_recovery_1746|test_payment_recovery_7675,0,
1316,two_hop_join,class_name,PaymentRecoveryNode4004,PaymentRecoveryNode4004,PaymentRecoveryNode4004,1,1
1317,ambiguous_competitors,request_id,,req-9796,req-9796|req-2572,0,
1318,two_hop_join,test_name,test_payment_recovery_1285,test_payment_recovery_1285,test_payment_recovery_1285,1,1
1319,stale_then_confirmed,file_path,services/payment/recovery_0567.py,services/payment/recovery_0567.py,services/payment/recovery_0567.py|services/payment/recovery_9683.py,1,1
1320,mixed_evidence,function_name,recover_payment_state_6230,recover_payment_state_6230,recover_payment_state_6230|recover_payment_state_2589,1,1
1321,speculative_loop,class_name,,PaymentRecoveryNode2834,PaymentRecoveryNode2834|PaymentRecoveryNode1158,0,
1322,stale_then_confirmed,class_name,PaymentRecoveryNode0332,PaymentRecoveryNode0332,PaymentRecoveryNode0332|PaymentRecoveryNode3554,1,1
1323,two_hop_join,function_name,recover_payment_state_0977,recover_payment_state_0977,recover_payment_state_0977,1,1
1324,stale_then_confirmed,file_path,services/payment/recovery_6039.py,services/payment/recovery_6039.py,services/payment/recovery_6039.py|services/payment/recovery_3607.py,1,1
1325,two_hop_join,config_key,PAYMENT_RECOVERY_1607,PAYMENT_RECOVERY_1607,PAYMENT_RECOVERY_1607,1,1
1326,diagnostic_fork,config_key,PAYMENT_RECOVERY_6527,PAYMENT_RECOVERY_6527,PAYMENT_RECOVERY_6527,1,1
1327,diagnostic_fork,test_name,test_payment_recovery_4484,test_payment_recovery_4484,test_payment_recovery_4484,1,1
1328,stale_then_confirmed,request_id,req-9131,req-9131,req-9131|req-4894,1,1
1329,ambiguous_competitors,test_name,,test_payment_recovery_1403,test_payment_recovery_1403|test_payment_recovery_5260,0,
1330,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_0309,PAYMENT_RECOVERY_0309|PAYMENT_RECOVERY_2315,0,
1331,mixed_evidence,request_id,req-1561,req-1561,req-1561|req-2809,1,1
1332,stale_then_confirmed,exception,PaymentRecovery2191Error,PaymentRecovery2191Error,PaymentRecovery2191Error|PaymentRecovery0636Error,1,1
1333,isolated_observations,file_path,,,,1,
1334,speculative_loop,function_name,,recover_payment_state_8702,recover_payment_state_8702|recover_payment_state_9539,0,
1335,stale_then_confirmed,exception,PaymentRecovery2071Error,PaymentRecovery2071Error,PaymentRecovery2071Error|PaymentRecovery6445Error,1,1
1336,competing_bridges,function_name,recover_payment_state_2676,recover_payment_state_2676,recover_payment_state_2676|recover_payment_state_4070,1,1
1337,mixed_evidence,function_name,recover_payment_state_3163,recover_payment_state_3163,recover_payment_state_3163|recover_payment_state_7934,1,1
1338,competing_bridges,file_path,services/payment/recovery_5425.py,services/payment/recovery_5425.py,services/payment/recovery_5425.py|services/payment/recovery_7412.py,1,1
1339,isolated_observations,test_name,,,,1,
1340,mixed_evidence,function_name,recover_payment_state_3889,recover_payment_state_3889,recover_payment_state_3889|recover_payment_state_3424,1,1
1341,competing_bridges,function_name,recover_payment_state_3037,recover_payment_state_3037,recover_payment_state_3037|recover_payment_state_0364,1,1
1342,stale_then_confirmed,file_path,services/payment/recovery_4734.py,services/payment/recovery_4734.py,services/payment/recovery_4734.py|services/payment/recovery_5074.py,1,1
1343,three_tool_chain,exception,PaymentRecovery7933Error,PaymentRecovery7933Error,PaymentRecovery7933Error,1,1
1344,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_2300,PAYMENT_RECOVERY_2300|PAYMENT_RECOVERY_1279,0,
1345,speculative_loop,request_id,,req-5212,req-5212|req-4337,0,
1346,competing_bridges,request_id,req-1794,req-1794,req-1794|req-2497,1,1
1347,three_tool_chain,file_path,services/payment/recovery_9553.py,services/payment/recovery_9553.py,services/payment/recovery_9553.py,1,1
1348,competing_bridges,exception,PaymentRecovery6783Error,PaymentRecovery6783Error,PaymentRecovery6783Error|PaymentRecovery8102Error,1,1
1349,ambiguous_competitors,class_name,,PaymentRecoveryNode8359,PaymentRecoveryNode8359|PaymentRecoveryNode5644,0,
1350,three_tool_chain,file_path,services/payment/recovery_5238.py,services/payment/recovery_5238.py,services/payment/recovery_5238.py,1,1
1351,stale_then_confirmed,function_name,recover_payment_state_7527,recover_payment_state_7527,recover_payment_state_7527|recover_payment_state_5129,1,1
1352,isolated_observations,request_id,,,,1,
1353,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_1089,PAYMENT_RECOVERY_1089|PAYMENT_RECOVERY_8050,0,
1354,mixed_evidence,file_path,services/payment/recovery_4097.py,services/payment/recovery_4097.py,services/payment/recovery_4097.py|services/payment/recovery_4538.py,1,1
1355,mixed_evidence,exception,PaymentRecovery2593Error,PaymentRecovery2593Error,PaymentRecovery2593Error|PaymentRecovery3546Error,1,1
1356,mixed_evidence,exception,PaymentRecovery8038Error,PaymentRecovery8038Error,PaymentRecovery8038Error|PaymentRecovery8927Error,1,1
1357,bridge_with_noise,file_path,services/payment/recovery_5142.py,services/payment/recovery_5142.py,services/payment/recovery_5142.py|services/payment/recovery_5217.py,1,1
1358,ambiguous_competitors,file_path,,services/payment/recovery_1487.py,services/payment/recovery_1487.py|services/payment/recovery_7049.py,0,
1359,ambiguous_competitors,file_path,,services/payment/recovery_5150.py,services/payment/recovery_5150.py|services/payment/recovery_8812.py,0,
1360,late_single_cause,exception,PaymentRecovery7704Error,PaymentRecovery7704Error,PaymentRecovery7704Error|PaymentRecovery5539Error,1,1
1361,mixed_evidence,function_name,recover_payment_state_4172,recover_payment_state_4172,recover_payment_state_4172|recover_payment_state_1042,1,1
1362,speculative_loop,config_key,,PAYMENT_RECOVERY_0761,PAYMENT_RECOVERY_0761|PAYMENT_RECOVERY_5418,0,
1363,competing_bridges,class_name,PaymentRecoveryNode4808,PaymentRecoveryNode4808,PaymentRecoveryNode4808|PaymentRecoveryNode4817,1,1
1364,late_single_cause,exception,PaymentRecovery4597Error,PaymentRecovery4597Error,PaymentRecovery4597Error|PaymentRecovery0963Error,1,1
1365,speculative_loop,request_id,,req-3765,req-3765|req-7470,0,
1366,competing_bridges,config_key,PAYMENT_RECOVERY_0241,PAYMENT_RECOVERY_0241,PAYMENT_RECOVERY_0241|PAYMENT_RECOVERY_2190,1,1
1367,three_tool_chain,class_name,PaymentRecoveryNode4105,PaymentRecoveryNode4105,PaymentRecoveryNode4105,1,1
1368,three_tool_chain,config_key,PAYMENT_RECOVERY_4011,PAYMENT_RECOVERY_4011,PAYMENT_RECOVERY_4011,1,1
1369,competing_bridges,exception,PaymentRecovery9058Error,PaymentRecovery9058Error,PaymentRecovery9058Error|PaymentRecovery4854Error,1,1
1370,speculative_loop,test_name,,test_payment_recovery_7408,test_payment_recovery_7408|test_payment_recovery_1483,0,
1371,bridge_with_noise,test_name,test_payment_recovery_3122,test_payment_recovery_3122,test_payment_recovery_3122|test_payment_recovery_2901,1,1
1372,competing_bridges,exception,PaymentRecovery6665Error,PaymentRecovery6665Error,PaymentRecovery6665Error|PaymentRecovery1668Error,1,1
1373,speculative_loop,test_name,,test_payment_recovery_8185,test_payment_recovery_8185|test_payment_recovery_5026,0,
1374,speculative_loop,file_path,,services/payment/recovery_3882.py,services/payment/recovery_3882.py|services/payment/recovery_2690.py,0,
1375,two_hop_join,file_path,services/payment/recovery_8853.py,services/payment/recovery_8853.py,services/payment/recovery_8853.py,1,1
1376,three_tool_chain,function_name,recover_payment_state_1451,recover_payment_state_1451,recover_payment_state_1451,1,1
1377,two_hop_join,config_key,PAYMENT_RECOVERY_5313,PAYMENT_RECOVERY_5313,PAYMENT_RECOVERY_5313,1,1
1378,late_single_cause,config_key,PAYMENT_RECOVERY_7600,PAYMENT_RECOVERY_7600,PAYMENT_RECOVERY_7600|PAYMENT_RECOVERY_2503,1,1
1379,bridge_with_noise,file_path,services/payment/recovery_1964.py,services/payment/recovery_1964.py,services/payment/recovery_1964.py|services/payment/recovery_1491.py,1,1
1380,three_tool_chain,test_name,test_payment_recovery_9589,test_payment_recovery_9589,test_payment_recovery_9589,1,1
1381,diagnostic_fork,exception,PaymentRecovery1540Error,PaymentRecovery1540Error,PaymentRecovery1540Error,1,1
1382,stale_then_confirmed,request_id,req-2007,req-2007,req-2007|req-7476,1,1
1383,competing_bridges,class_name,PaymentRecoveryNode5042,PaymentRecoveryNode5042,PaymentRecoveryNode5042|PaymentRecoveryNode8566,1,1
1384,late_single_cause,file_path,services/payment/recovery_7781.py,services/payment/recovery_7781.py,services/payment/recovery_7781.py|services/payment/recovery_6083.py,1,1
1385,bridge_with_noise,class_name,PaymentRecoveryNode9632,PaymentRecoveryNode9632,PaymentRecoveryNode9632|PaymentRecoveryNode9605,1,1
1386,mixed_evidence,class_name,PaymentRecoveryNode6093,PaymentRecoveryNode6093,PaymentRecoveryNode6093|PaymentRecoveryNode0522,1,1
1387,diagnostic_fork,exception,PaymentRecovery4432Error,PaymentRecovery4432Error,PaymentRecovery4432Error,1,1
1388,three_tool_chain,class_name,PaymentRecoveryNode8829,PaymentRecoveryNode8829,PaymentRecoveryNode8829,1,1
1389,three_tool_chain,test_name,test_payment_recovery_3544,test_payment_recovery_3544,test_payment_recovery_3544,1,1
1390,bridge_with_noise,file_path,services/payment/recovery_8517.py,services/payment/recovery_8517.py,services/payment/recovery_8517.py|services/payment/recovery_4349.py,1,1
1391,isolated_observations,class_name,,,,1,
1392,diagnostic_fork,function_name,recover_payment_state_2460,recover_payment_state_2460,recover_payment_state_2460,1,1
1393,three_tool_chain,request_id,req-3700,req-3700,req-3700,1,1
1394,isolated_observations,function_name,,,,1,
1395,late_single_cause,exception,PaymentRecovery3173Error,PaymentRecovery3173Error,PaymentRecovery3173Error|PaymentRecovery1519Error,1,1
1396,diagnostic_fork,exception,PaymentRecovery8065Error,PaymentRecovery8065Error,PaymentRecovery8065Error,1,1
1397,diagnostic_fork,file_path,services/payment/recovery_7075.py,services/payment/recovery_7075.py,services/payment/recovery_7075.py,1,1
1398,bridge_with_noise,class_name,PaymentRecoveryNode6790,PaymentRecoveryNode6790,PaymentRecoveryNode6790|PaymentRecoveryNode7004,1,1
1399,diagnostic_fork,test_name,test_payment_recovery_3092,test_payment_recovery_3092,test_payment_recovery_3092,1,1
1400,stale_then_confirmed,file_path,services/payment/recovery_6801.py,services/payment/recovery_6801.py,services/payment/recovery_6801.py|services/payment/recovery_4337.py,1,1
1401,two_hop_join,class_name,PaymentRecoveryNode5395,PaymentRecoveryNode5395,PaymentRecoveryNode5395,1,1
1402,mixed_evidence,class_name,PaymentRecoveryNode8735,PaymentRecoveryNode8735,PaymentRecoveryNode8735|PaymentRecoveryNode6986,1,1
1403,bridge_with_noise,file_path,services/payment/recovery_3385.py,services/payment/recovery_3385.py,services/payment/recovery_3385.py|services/payment/recovery_6679.py,1,1
1404,competing_bridges,function_name,recover_payment_state_7833,recover_payment_state_7833,recover_payment_state_7833|recover_payment_state_0594,1,1
1405,competing_bridges,request_id,req-8342,req-8342,req-8342|req-3558,1,1
1406,mixed_evidence,config_key,PAYMENT_RECOVERY_3696,PAYMENT_RECOVERY_3696,PAYMENT_RECOVERY_3696|PAYMENT_RECOVERY_1276,1,1
1407,ambiguous_competitors,function_name,,recover_payment_state_7390,recover_payment_state_7390|recover_payment_state_7189,0,
1408,stale_then_confirmed,class_name,PaymentRecoveryNode5666,PaymentRecoveryNode5666,PaymentRecoveryNode5666|PaymentRecoveryNode1312,1,1
1409,mixed_evidence,class_name,PaymentRecoveryNode5146,PaymentRecoveryNode5146,PaymentRecoveryNode5146|PaymentRecoveryNode3865,1,1
1410,late_single_cause,test_name,test_payment_recovery_7629,test_payment_recovery_7629,test_payment_recovery_7629|test_payment_recovery_1195,1,1
1411,competing_bridges,function_name,recover_payment_state_2552,recover_payment_state_2552,recover_payment_state_2552|recover_payment_state_6098,1,1
1412,isolated_observations,test_name,,,,1,
1413,late_single_cause,function_name,recover_payment_state_6911,recover_payment_state_6911,recover_payment_state_6911|recover_payment_state_8237,1,1
1414,two_hop_join,request_id,req-3143,req-3143,req-3143,1,1
1415,mixed_evidence,request_id,req-0986,req-0986,req-0986|req-5551,1,1
1416,diagnostic_fork,file_path,services/payment/recovery_7646.py,services/payment/recovery_7646.py,services/payment/recovery_7646.py,1,1
1417,bridge_with_noise,config_key,PAYMENT_RECOVERY_2803,PAYMENT_RECOVERY_2803,PAYMENT_RECOVERY_2803|PAYMENT_RECOVERY_8930,1,1
1418,bridge_with_noise,exception,PaymentRecovery5748Error,PaymentRecovery5748Error,PaymentRecovery5748Error|PaymentRecovery0657Error,1,1
1419,mixed_evidence,file_path,services/payment/recovery_5705.py,services/payment/recovery_5705.py,services/payment/recovery_5705.py|services/payment/recovery_0396.py,1,1
1420,competing_bridges,function_name,recover_payment_state_3291,recover_payment_state_3291,recover_payment_state_3291|recover_payment_state_3789,1,1
1421,three_tool_chain,config_key,PAYMENT_RECOVERY_1245,PAYMENT_RECOVERY_1245,PAYMENT_RECOVERY_1245,1,1
1422,bridge_with_noise,function_name,recover_payment_state_7972,recover_payment_state_7972,recover_payment_state_7972|recover_payment_state_3442,1,1
1423,speculative_loop,request_id,,req-0685,req-0685|req-4423,0,
1424,two_hop_join,exception,PaymentRecovery6449Error,PaymentRecovery6449Error,PaymentRecovery6449Error,1,1
1425,isolated_observations,test_name,,,,1,
1426,ambiguous_competitors,test_name,,test_payment_recovery_4049,test_payment_recovery_4049|test_payment_recovery_4319,0,
1427,ambiguous_competitors,exception,,PaymentRecovery8882Error,PaymentRecovery8882Error|PaymentRecovery9035Error,0,
1428,speculative_loop,test_name,,test_payment_recovery_1240,test_payment_recovery_1240|test_payment_recovery_1246,0,
1429,mixed_evidence,test_name,test_payment_recovery_2571,test_payment_recovery_2571,test_payment_recovery_2571|test_payment_recovery_5602,1,1
1430,late_single_cause,file_path,services/payment/recovery_3949.py,services/payment/recovery_3949.py,services/payment/recovery_3949.py|services/payment/recovery_6284.py,1,1
1431,mixed_evidence,function_name,recover_payment_state_1399,recover_payment_state_1399,recover_payment_state_1399|recover_payment_state_5034,1,1
1432,isolated_observations,request_id,,,,1,
1433,speculative_loop,config_key,,PAYMENT_RECOVERY_8350,PAYMENT_RECOVERY_8350|PAYMENT_RECOVERY_2005,0,
1434,competing_bridges,config_key,PAYMENT_RECOVERY_4212,PAYMENT_RECOVERY_4212,PAYMENT_RECOVERY_4212|PAYMENT_RECOVERY_9071,1,1
1435,stale_then_confirmed,class_name,PaymentRecoveryNode3100,PaymentRecoveryNode3100,PaymentRecoveryNode3100|PaymentRecoveryNode3077,1,1
1436,mixed_evidence,exception,PaymentRecovery5547Error,PaymentRecovery5547Error,PaymentRecovery5547Error|PaymentRecovery9306Error,1,1
1437,stale_then_confirmed,function_name,recover_payment_state_7896,recover_payment_state_7896,recover_payment_state_7896|recover_payment_state_6870,1,1
1438,three_tool_chain,config_key,PAYMENT_RECOVERY_6938,PAYMENT_RECOVERY_6938,PAYMENT_RECOVERY_6938,1,1
1439,bridge_with_noise,file_path,services/payment/recovery_7262.py,services/payment/recovery_7262.py,services/payment/recovery_7262.py|services/payment/recovery_6395.py,1,1
1440,bridge_with_noise,class_name,PaymentRecoveryNode5244,PaymentRecoveryNode5244,PaymentRecoveryNode5244|PaymentRecoveryNode6727,1,1
1441,competing_bridges,config_key,PAYMENT_RECOVERY_5651,PAYMENT_RECOVERY_5651,PAYMENT_RECOVERY_5651|PAYMENT_RECOVERY_1134,1,1
1442,diagnostic_fork,exception,PaymentRecovery1198Error,PaymentRecovery1198Error,PaymentRecovery1198Error,1,1
1443,two_hop_join,exception,PaymentRecovery4983Error,PaymentRecovery4983Error,PaymentRecovery4983Error,1,1
1444,diagnostic_fork,class_name,PaymentRecoveryNode3635,PaymentRecoveryNode3635,PaymentRecoveryNode3635,1,1
1445,ambiguous_competitors,function_name,,recover_payment_state_3456,recover_payment_state_3456|recover_payment_state_7285,0,
1446,speculative_loop,config_key,,PAYMENT_RECOVERY_6027,PAYMENT_RECOVERY_6027|PAYMENT_RECOVERY_2154,0,
1447,two_hop_join,config_key,PAYMENT_RECOVERY_6013,PAYMENT_RECOVERY_6013,PAYMENT_RECOVERY_6013,1,1
1448,bridge_with_noise,exception,PaymentRecovery5737Error,PaymentRecovery5737Error,PaymentRecovery5737Error|PaymentRecovery0979Error,1,1
1449,stale_then_confirmed,test_name,test_payment_recovery_8028,test_payment_recovery_8028,test_payment_recovery_8028|test_payment_recovery_3834,1,1
1450,stale_then_confirmed,class_name,PaymentRecoveryNode9531,PaymentRecoveryNode9531,PaymentRecoveryNode9531|PaymentRecoveryNode4277,1,1
1451,three_tool_chain,file_path,services/payment/recovery_1210.py,services/payment/recovery_1210.py,services/payment/recovery_1210.py,1,1
1452,three_tool_chain,class_name,PaymentRecoveryNode6831,PaymentRecoveryNode6831,PaymentRecoveryNode6831,1,1
